trustLevel,totalScanTimeInSeconds,grandTotal,lineItemVoids,scansWithoutRegistration,quantityModifications,scannedLineItemsPerSecond,valuePerSecond,lineItemVoidsPerPosition,fraud
3,1731,76.79,3,2,3,0.010398613518198,0.044361640670133,0.166666666666667,0
3,616,38.62,1,2,2,0.043831168831169,0.062694805194805,0.037037037037037,0
6,1032,80.97,11,10,3,0.029069767441861,0.078459302325581,0.366666666666667,0
3,1536,79.94,5,9,1,0.003255208333333,0.052044270833333,1,0
4,160,89.67,8,5,2,0.00625,0.5604375,8,0
1,1262,40.27,3,5,3,0.018225039619651,0.031909667194929,0.130434782608696,1
6,573,44.11,11,3,3,0.043630017452007,0.076980802792321,0.44,0
2,585,89.34,11,9,1,0.013675213675214,0.152717948717949,1.375,0
3,738,7.61,7,7,3,0.032520325203252,0.010311653116531,0.291666666666667,0
1,1122,86.21,7,0,2,0.015151515151515,0.076836007130125,0.411764705882353,0
6,1546,92.65,5,2,4,0.003234152652005,0.059928848641656,1,0
3,836,18.29,7,9,3,0.016746411483254,0.021877990430622,0.5,0
3,1584,34.22,8,6,0,0.013257575757576,0.021603535353535,0.380952380952381,0
4,877,69.95,2,7,1,0.002280501710376,0.079760547320411,1,0
4,1292,66.07,0,9,0,0.003869969040248,0.051137770897833,0,0
5,1567,89.94,9,6,5,0.01914486279515,0.05739629865986,0.3,0
4,1603,49.42,3,10,2,0.012476606363069,0.030829694323144,0.15,0
1,453,64.19,10,1,5,0.013245033112583,0.141699779249448,1.66666666666667,0
1,518,70.73,6,1,0,0.036679536679537,0.136544401544402,0.315789473684211,0
1,1533,3.12,7,1,5,0.004566210045662,0.002035225048924,1,0
6,1746,87.99,0,2,5,0.011454753722795,0.050395189003436,0,0
3,9,22.6,7,2,0,2.11111111111111,2.51111111111111,0.368421052631579,0
2,949,8.38,5,10,2,0.020021074815595,0.008830347734457,0.263157894736842,0
1,264,89.38,4,5,0,0.041666666666667,0.338560606060606,0.363636363636364,0
5,606,32.18,11,6,3,0.046204620462046,0.053102310231023,0.392857142857143,0
5,642,73.45,10,10,5,0.043613707165109,0.114408099688474,0.357142857142857,0
1,201,91.28,0,3,1,0.124378109452736,0.454129353233831,0,0
1,1540,97.98,4,5,4,0.015584415584416,0.063623376623377,0.166666666666667,1
2,548,70.39,5,9,3,0.027372262773723,0.128448905109489,0.333333333333333,0
4,943,70.03,0,1,2,0.00424178154825,0.074262990455992,0,0
1,239,72.65,9,1,0,0.02510460251046,0.30397489539749,1.5,0
4,1027,10.3,6,1,3,0.026290165530672,0.010029211295034,0.222222222222222,0
2,73,74.37,4,7,3,0.315068493150685,1.01876712328767,0.173913043478261,0
2,364,62.82,8,8,3,0.065934065934066,0.172582417582418,0.333333333333333,0
2,1352,29.19,5,5,3,0.017751479289941,0.021590236686391,0.208333333333333,0
1,1485,26.27,4,6,3,0.018181818181818,0.017690235690236,0.148148148148148,1
4,1758,58.48,1,1,5,0.015927189988623,0.033265073947668,0.035714285714286,0
3,1634,75.66,11,7,5,0.003059975520196,0.046303549571603,2.2,0
2,1423,53.52,0,0,2,0.02037947997189,0.037610681658468,0,0
5,1718,48.24,1,7,5,0.00407450523865,0.028079161816065,0.142857142857143,0
5,1276,92.71,3,2,5,0.000783699059561,0.072656739811912,3,0
6,1136,90.04,1,7,0,0.000880281690141,0.079260563380282,1,0
3,1528,36.01,1,5,3,0.013089005235602,0.023566753926702,0.05,0
5,290,23.21,0,5,2,0.020689655172414,0.080034482758621,0,0
1,274,37.48,9,3,2,0.08029197080292,0.136788321167883,0.409090909090909,0
1,1077,50.2,3,3,1,0.027855153203343,0.04661095636026,0.1,1
2,767,90.66,5,4,2,0.016949152542373,0.118200782268579,0.384615384615385,0
5,43,7.78,0,6,5,0.627906976744186,0.18093023255814,0,0
2,1607,7.72,4,10,4,0.007467330429372,0.004803982576229,0.333333333333333,0
2,1656,87.74,8,4,1,0.0006038647343,0.05298309178744,8,0
3,515,51.33,8,0,3,0.033009708737864,0.099669902912621,0.470588235294118,0
1,1548,79.58,10,7,2,0.012273901808786,0.05140826873385,0.526315789473684,1
5,1154,9.8,2,9,2,0.025129982668978,0.008492201039861,0.068965517241379,0
4,1799,60.27,8,8,1,0.003335186214564,0.033501945525292,1.33333333333333,0
5,1337,17.13,7,6,1,0.021690351533284,0.012812266267764,0.241379310344828,0
4,479,29.84,4,1,3,0.002087682672234,0.062296450939457,4,0
2,1805,13.89,9,5,0,0.004432132963989,0.007695290858726,1.125,0
6,163,57.22,0,0,5,0.067484662576687,0.351042944785276,0,0
3,1496,25.76,6,1,2,0.002673796791444,0.017219251336898,1.5,0
4,1423,87.2,4,8,5,0.015460295151089,0.061278988053408,0.181818181818182,0
1,13,10.24,4,8,3,0.538461538461538,0.787692307692308,0.571428571428571,0
5,1657,84.29,6,4,5,0.004224502112251,0.05086904043452,0.857142857142857,0
4,86,52.68,1,5,5,0.069767441860465,0.612558139534884,0.166666666666667,0
6,917,41.98,4,3,5,0.00763358778626,0.045779716466739,0.571428571428571,0
5,1593,62.74,10,3,5,0.017576898932831,0.039384808537351,0.357142857142857,0
5,563,21.35,10,10,5,0.001776198934281,0.037921847246892,10,0
4,445,46.42,6,10,3,0.044943820224719,0.104314606741573,0.3,0
5,874,33.7,2,10,5,0.028604118993135,0.038558352402746,0.08,0
3,544,80.15,4,10,2,0.007352941176471,0.147334558823529,1,0
6,48,46.48,2,7,2,0.291666666666667,0.968333333333333,0.142857142857143,0
5,732,83.35,0,2,3,0.028688524590164,0.113866120218579,0,0
4,1385,70.6,4,10,5,0.012274368231047,0.050974729241877,0.235294117647059,0
5,1812,40.83,8,1,5,0.002207505518764,0.022533112582782,2,0
5,671,22.55,0,7,1,0.032786885245902,0.033606557377049,0,0
4,439,86.23,5,10,1,0.059225512528474,0.196423690205011,0.192307692307692,0
1,934,94.3,3,0,2,0.013918629550321,0.100963597430407,0.230769230769231,0
1,825,42.09,6,5,5,0.032727272727273,0.051018181818182,0.222222222222222,1
6,1510,41.42,1,10,3,0.003311258278146,0.027430463576159,0.2,0
5,194,99.76,10,7,5,0.082474226804124,0.514226804123711,0.625,0
5,1701,88.92,2,8,1,0.008818342151675,0.052275132275132,0.133333333333333,0
2,1379,99.76,1,4,5,0.010152284263959,0.072342277012328,0.071428571428571,0
4,304,61.72,2,0,5,0.098684210526316,0.203026315789474,0.066666666666667,0
5,47,32.21,9,2,1,0.595744680851064,0.68531914893617,0.321428571428571,0
6,1564,86.82,8,6,4,0.017902813299233,0.055511508951407,0.285714285714286,0
6,1634,42.9,2,2,3,0.011015911872705,0.02625458996328,0.111111111111111,0
2,1015,5.44,7,10,3,0.006896551724138,0.00535960591133,1,0
4,739,49.75,1,8,1,0.03382949932341,0.067320703653586,0.04,0
4,1473,48.78,3,3,3,0.004073319755601,0.033116089613035,0.5,0
2,1746,44.05,1,3,0,0.001718213058419,0.025229095074456,0.333333333333333,0
1,987,62.15,10,8,5,0.012158054711246,0.062968591691996,0.833333333333333,0
3,263,44.97,5,6,3,0.114068441064639,0.170988593155894,0.166666666666667,0
1,1251,18.15,2,6,3,0.005595523581135,0.014508393285372,0.285714285714286,0
4,224,5.62,7,1,2,0.107142857142857,0.025089285714286,0.291666666666667,0
6,1192,51.26,11,0,0,0.023489932885906,0.043003355704698,0.392857142857143,0
6,1555,92.3,4,8,0,0.014147909967846,0.05935691318328,0.181818181818182,0
4,1564,74.77,10,9,2,0.008951406649616,0.047806905370844,0.714285714285714,0
4,889,61.71,1,5,4,0.002249718785152,0.069415073115861,0.5,0
2,617,67.96,0,0,5,0.00162074554295,0.110145867098865,0,0
3,246,18.32,11,4,2,0.056910569105691,0.074471544715447,0.785714285714286,0
1,221,4.9,10,6,4,0.085972850678733,0.022171945701358,0.526315789473684,0
4,657,97.54,6,5,0,0.027397260273973,0.148462709284627,0.333333333333333,0
3,64,12.33,10,5,3,0.359375,0.19265625,0.434782608695652,0
2,109,29.42,2,3,1,0.238532110091743,0.269908256880734,0.076923076923077,0
4,1794,4.14,8,1,1,0.001672240802676,0.002307692307692,2.66666666666667,0
3,578,60.9,6,7,4,0.029411764705882,0.105363321799308,0.352941176470588,0
4,590,57.23,2,3,1,0.050847457627119,0.097,0.066666666666667,0
4,1765,15.47,10,8,5,0.006232294617564,0.008764872521246,0.909090909090909,0
4,368,76.2,10,7,5,0.002717391304348,0.207065217391304,10,0
1,511,48.61,11,0,2,0.009784735812133,0.095127201565558,2.2,0
4,1797,21.52,6,8,2,0.008903728436283,0.0119755147468,0.375,0
2,1065,15.25,4,6,1,0.015023474178404,0.014319248826291,0.25,0
6,622,23.85,7,0,4,0.046623794212219,0.038344051446945,0.241379310344828,0
4,1156,80.22,6,4,0,0.023356401384083,0.06939446366782,0.222222222222222,0
5,1017,55.61,10,10,4,0.024582104228122,0.054680432645034,0.4,0
2,788,91.04,1,4,1,0.00507614213198,0.115532994923858,0.25,0
1,872,41.86,3,10,4,0.025229357798165,0.048004587155963,0.136363636363636,0
5,983,59.64,5,9,2,0.021363173957274,0.060671414038657,0.238095238095238,0
3,1137,76.37,11,3,1,0.01495162708883,0.06716798592788,0.647058823529412,0
4,988,70.36,7,10,1,0.010121457489879,0.071214574898785,0.7,0
5,999,53.77,2,8,1,0.021021021021021,0.053823823823824,0.095238095238095,0
5,1102,91.99,0,3,1,0.02540834845735,0.083475499092559,0,0
1,1295,45.66,5,7,4,0.003088803088803,0.035258687258687,1.25,0
2,9,40.13,7,2,0,1,4.45888888888889,0.777777777777778,0
5,989,22.97,10,0,3,0.012133468149646,0.023225480283114,0.833333333333333,0
5,400,62.54,2,9,1,0.0625,0.15635,0.08,0
3,1724,39.12,2,1,1,0.002900232018561,0.022691415313225,0.4,0
2,910,37.98,4,5,3,0.027472527472528,0.041736263736264,0.16,0
5,433,55.92,4,6,0,0.006928406466513,0.129145496535797,1.33333333333333,0
3,566,40.21,8,0,5,0.026501766784452,0.071042402826855,0.533333333333333,0
3,592,64.42,8,3,5,0.02195945945946,0.108817567567568,0.615384615384615,0
3,1369,25.08,8,10,2,0.019722425127831,0.018319941563185,0.296296296296296,0
3,786,30.86,8,6,3,0.002544529262087,0.039262086513995,4,0
2,454,63.78,11,5,0,0.030837004405286,0.140484581497797,0.785714285714286,0
6,1605,8.4,3,0,2,0.002492211838006,0.005233644859813,0.75,0
3,360,36.84,9,3,4,0.027777777777778,0.102333333333333,0.9,0
1,37,41.8,6,3,1,0.027027027027027,1.12972972972973,6,0
2,858,78.36,3,3,1,0.017482517482518,0.091328671328671,0.2,0
3,1493,93.07,11,7,5,0.00669792364367,0.062337575351641,1.1,0
5,1244,49.41,2,1,3,0.016881028938907,0.039718649517685,0.095238095238095,0
2,939,42.53,8,1,5,0.006389776357827,0.045292864749734,1.33333333333333,0
2,374,51.06,6,2,2,0.024064171122995,0.136524064171123,0.666666666666667,0
5,531,88.33,11,7,5,0.033898305084746,0.166346516007533,0.611111111111111,0
6,1352,33.23,2,6,2,0.017011834319527,0.024578402366864,0.08695652173913,0
6,1831,60.66,10,4,0,0.008738394320044,0.033129437465866,0.625,0
5,617,35.46,8,4,5,0.006482982171799,0.057471636952998,2,0
5,521,78.7,11,10,5,0.013435700575816,0.1510556621881,1.57142857142857,0
3,937,36.43,2,4,0,0.014941302027748,0.038879402347919,0.142857142857143,0
5,171,75.29,5,1,4,0.093567251461988,0.440292397660819,0.3125,0
3,1425,82.7,8,1,3,0.021052631578947,0.058035087719298,0.266666666666667,0
2,762,84.22,4,9,1,0.009186351706037,0.110524934383202,0.571428571428571,0
3,1353,17.55,6,1,5,0.011825572801183,0.012971175166297,0.375,0
5,1752,20.51,6,10,2,0.009132420091324,0.011706621004566,0.375,0
1,929,10.95,7,8,4,0.002152852529602,0.011786867599569,3.5,0
5,1044,56.8,1,8,2,0.008620689655172,0.054406130268199,0.111111111111111,0
5,905,74.66,4,0,0,0.01767955801105,0.082497237569061,0.25,0
1,1603,87.36,8,10,2,0.01809107922645,0.054497816593887,0.275862068965517,1
2,1678,84.32,3,0,1,0.01311084624553,0.050250297973778,0.136363636363636,0
1,157,71.51,0,6,1,0.076433121019108,0.455477707006369,0,0
1,300,57.97,1,9,1,0.09,0.193233333333333,0.037037037037037,1
3,58,88.92,3,8,2,0.327586206896552,1.53310344827586,0.157894736842105,0
3,411,60.25,8,6,5,0.014598540145985,0.146593673965937,1.33333333333333,0
2,274,17.49,7,10,0,0.021897810218978,0.063832116788321,1.16666666666667,0
2,443,83.91,0,10,0,0.038374717832957,0.18941309255079,0,0
1,1009,31.03,3,7,3,0.028741328047572,0.030753221010902,0.103448275862069,1
6,1763,30.98,0,5,5,0.012478729438457,0.017572319909246,0,0
2,514,21.55,6,3,4,0.001945525291829,0.041926070038911,6,0
3,1397,34.51,7,9,2,0.008589835361489,0.024702934860415,0.583333333333333,0
6,1377,3.25,7,1,2,0.010893246187364,0.002360203340596,0.466666666666667,0
1,1180,34.29,6,9,1,0.010169491525424,0.029059322033898,0.5,0
3,1050,29.28,5,3,4,0.003809523809524,0.027885714285714,1.25,0
2,347,46.21,0,2,4,0.077809798270893,0.133170028818444,0,0
3,1530,92.15,5,2,2,0.008496732026144,0.060228758169935,0.384615384615385,0
4,1466,19.16,6,2,0,0.019099590723056,0.013069577080491,0.214285714285714,0
1,1338,86.13,8,3,5,0.022421524663677,0.064372197309417,0.266666666666667,1
6,1336,63.49,6,9,4,0.001497005988024,0.04752245508982,3,0
5,709,47.16,7,9,2,0.012693935119887,0.066516220028209,0.777777777777778,0
1,660,6.06,3,7,1,0.027272727272727,0.009181818181818,0.166666666666667,0
2,1749,44.45,3,0,3,0.014865637507147,0.025414522584334,0.115384615384615,0
6,1436,23.29,3,3,5,0.018105849582173,0.016218662952646,0.115384615384615,0
4,1350,50.16,5,7,1,0.005925925925926,0.037155555555556,0.625,0
3,329,42.32,7,6,5,0.088145896656535,0.128632218844985,0.241379310344828,0
4,570,86.95,2,10,3,0.001754385964912,0.152543859649123,2,0
3,663,81.29,10,2,1,0.034690799396682,0.122609351432881,0.434782608695652,0
3,1488,31.77,4,9,2,0.020161290322581,0.021350806451613,0.133333333333333,0
2,772,10.02,9,3,5,0.025906735751295,0.012979274611399,0.45,0
1,1717,26.33,2,4,4,0.004659289458358,0.01533488642982,0.25,0
1,214,87.58,6,1,5,0.014018691588785,0.409252336448598,2,0
2,945,74.81,0,10,3,0.00952380952381,0.079164021164021,0,0
3,689,76.55,6,1,1,0.021770682148041,0.111103047895501,0.4,0
4,1238,17.79,8,0,0,0.015347334410339,0.014369951534733,0.421052631578947,0
3,343,87.23,11,4,4,0.072886297376093,0.254314868804665,0.44,0
5,726,48.3,1,10,4,0.019283746556474,0.066528925619835,0.071428571428571,0
1,578,27.34,10,6,1,0.051903114186851,0.047301038062284,0.333333333333333,1
6,911,82.58,4,9,5,0.014270032930845,0.090647639956092,0.307692307692308,0
3,1174,36.22,9,1,4,0.008517887563884,0.030851788756388,0.9,0
5,754,6.84,0,8,5,0.039787798408488,0.009071618037135,0,0
4,545,71.55,10,3,5,0.053211009174312,0.131284403669725,0.344827586206897,0
2,1588,58.63,9,2,0,0.013853904282116,0.036920654911839,0.409090909090909,0
3,1049,60.81,5,1,5,0.018112488083889,0.057969494756911,0.263157894736842,0
5,258,42.48,8,3,3,0.01937984496124,0.164651162790698,1.6,0
5,1410,7.64,6,3,3,0.005673758865248,0.005418439716312,0.75,0
5,1825,61.79,10,2,4,0.000547945205479,0.033857534246575,10,0
2,1510,83.44,1,2,2,0.001324503311258,0.055258278145695,0.5,0
5,855,43.87,3,0,0,0.033918128654971,0.051309941520468,0.103448275862069,0
4,9,73.77,4,3,3,1.33333333333333,8.19666666666667,0.333333333333333,0
2,822,55.56,7,5,2,0.031630170316302,0.067591240875912,0.269230769230769,0
1,486,46.5,4,1,3,0.037037037037037,0.095679012345679,0.222222222222222,0
1,1266,11.09,0,0,4,0.018167456556082,0.008759873617694,0,0
6,1246,80.08,8,6,2,0.002407704654896,0.064269662921348,2.66666666666667,0
4,1260,49.5,10,5,5,0.001587301587302,0.039285714285714,5,0
3,21,51.08,0,1,2,0.19047619047619,2.43238095238095,0,0
5,942,16.19,9,3,1,0.002123142250531,0.017186836518047,4.5,0
5,1051,98.8,5,7,3,0.009514747859182,0.094005708848716,0.5,0
3,791,66.37,2,1,5,0.02149178255373,0.083906447534766,0.117647058823529,0
3,1784,8.08,11,6,0,0.016255605381166,0.004529147982063,0.379310344827586,0
1,777,15.53,9,7,1,0.023166023166023,0.01998712998713,0.5,0
3,1588,5.97,11,7,2,0.011964735516373,0.003759445843829,0.578947368421053,0
1,29,8.35,9,10,0,0.206896551724138,0.287931034482759,1.5,0
2,1221,52.94,10,5,3,0.001638001638002,0.043357903357903,5,0
5,32,63.99,8,8,0,0.28125,1.9996875,0.888888888888889,0
4,1177,33.67,0,10,2,0.007646559048428,0.028606627017842,0,0
2,378,70.18,1,0,2,0.021164021164021,0.185661375661376,0.125,0
2,61,31.49,10,1,5,0.180327868852459,0.516229508196721,0.909090909090909,0
1,653,56.89,9,2,2,0.036753445635528,0.087120980091884,0.375,0
1,705,35.11,10,10,3,0.001418439716312,0.049801418439716,10,0
4,1015,57.97,2,4,2,0.014778325123153,0.057113300492611,0.133333333333333,0
1,1612,31.34,2,4,3,0.008684863523573,0.019441687344913,0.142857142857143,0
2,1194,89.82,10,7,3,0.020100502512563,0.075226130653266,0.416666666666667,0
5,276,98.07,11,2,1,0.101449275362319,0.355326086956522,0.392857142857143,0
2,1754,37.07,9,1,2,0.007411630558723,0.021134549600912,0.692307692307692,0
4,246,14.42,11,9,3,0.024390243902439,0.058617886178862,1.83333333333333,0
4,1507,64.41,0,1,4,0.019243530192435,0.042740544127405,0,0
2,59,34.06,5,10,4,0.338983050847458,0.57728813559322,0.25,0
2,1014,24.1,8,10,0,0.003944773175542,0.023767258382643,2,0
2,1135,43.08,11,2,3,0.011453744493392,0.037955947136564,0.846153846153846,0
6,1153,26.74,6,3,1,0.016478751084128,0.023191673894189,0.315789473684211,0
5,183,37.97,6,2,0,0.158469945355191,0.207486338797814,0.206896551724138,0
3,603,96.11,10,7,0,0.014925373134328,0.1593864013267,1.11111111111111,0
1,236,72.36,2,3,2,0.059322033898305,0.306610169491525,0.142857142857143,0
1,1414,59.27,6,5,4,0.012729844413013,0.041916548797737,0.333333333333333,0
2,224,67.69,0,9,5,0.116071428571429,0.3021875,0,0
4,1601,63.76,8,5,4,0.007495315427858,0.039825109306683,0.666666666666667,0
5,1603,20.08,2,5,4,0.006238303181535,0.012526512788522,0.2,0
2,279,1.9,1,4,5,0.043010752688172,0.006810035842294,0.083333333333333,0
6,1080,69.71,2,10,1,0.021296296296296,0.064546296296296,0.08695652173913,0
6,821,79.78,6,4,5,0.00121802679659,0.097174177831912,6,0
5,132,42.07,1,5,5,0.151515151515152,0.318712121212121,0.05,0
4,867,7.01,8,8,4,0.021914648212226,0.008085351787774,0.421052631578947,0
4,1335,12.99,4,5,4,0.005992509363296,0.009730337078652,0.5,0
5,898,96.88,11,7,1,0.011135857461025,0.107884187082405,1.1,0
6,299,10.02,0,7,5,0.020066889632107,0.033511705685619,0,0
1,1244,57.08,4,10,0,0.002411575562701,0.04588424437299,1.33333333333333,0
1,256,61.87,4,3,1,0.07421875,0.2416796875,0.210526315789474,0
4,679,79.95,9,4,0,0.019145802650957,0.117746686303387,0.692307692307692,0
6,1316,14.22,5,10,3,0.015957446808511,0.01080547112462,0.238095238095238,0
2,1303,37.6,3,10,2,0.015349194167306,0.028856485034536,0.15,0
1,164,51.79,4,9,5,0.042682926829268,0.315792682926829,0.571428571428571,0
2,131,33.74,11,5,4,0.099236641221374,0.257557251908397,0.846153846153846,0
1,849,54.97,2,7,5,0.005889281507656,0.064746760895171,0.4,0
3,1803,25.56,8,6,1,0.003327787021631,0.014176372712146,1.33333333333333,0
6,683,35.22,11,5,5,0.010248901903368,0.051566617862372,1.57142857142857,0
3,1364,23.4,6,10,1,0.005865102639296,0.017155425219941,0.75,0
2,420,12.45,11,8,5,0.028571428571429,0.029642857142857,0.916666666666667,0
6,421,93.15,3,9,4,0.05938242280285,0.22125890736342,0.12,0
1,422,55.55,5,8,4,0.049763033175356,0.131635071090047,0.238095238095238,0
6,569,60.21,2,10,2,0.047451669595782,0.105817223198594,0.074074074074074,0
4,1722,28.98,2,8,0,0.010452961672474,0.016829268292683,0.111111111111111,0
5,992,8.43,10,0,0,0.015120967741936,0.008497983870968,0.666666666666667,0
2,216,21.97,1,5,4,0.027777777777778,0.101712962962963,0.166666666666667,0
5,934,57.43,5,1,0,0.02355460385439,0.061488222698073,0.227272727272727,0
2,1639,81.7,4,7,0,0.007931665649786,0.049847467968273,0.307692307692308,0
5,1676,78.04,9,2,5,0.001789976133652,0.046563245823389,3,0
5,999,99.68,0,9,1,0.019019019019019,0.09977977977978,0,0
4,811,26.63,9,0,0,0.01233045622688,0.032836004932183,0.9,0
6,1672,49.51,10,8,4,0.011961722488038,0.029611244019139,0.5,0
5,664,87.01,7,2,1,0.018072289156627,0.131039156626506,0.583333333333333,0
2,949,44.54,0,2,4,0.018967334035827,0.046933614330875,0,0
4,1787,35.51,2,6,5,0.003357582540571,0.019871292669278,0.333333333333333,0
1,1209,98.16,6,9,2,0.012406947890819,0.081191066997519,0.4,0
5,1336,46.72,2,2,2,0.009730538922156,0.03497005988024,0.153846153846154,0
6,1034,11.99,5,4,5,0.022243713733075,0.011595744680851,0.217391304347826,0
6,1570,83.22,5,6,3,0.007006369426752,0.053006369426752,0.454545454545455,0
2,1409,60.44,8,6,5,0.00638750887154,0.042895670688432,0.888888888888889,0
5,1230,54.94,1,7,5,0.020325203252033,0.044666666666667,0.04,0
2,1389,61.28,2,6,2,0.014398848092153,0.044118070554356,0.1,0
1,739,32.23,5,1,3,0.028416779431664,0.04361299052774,0.238095238095238,0
1,300,64.64,7,6,1,0.06,0.215466666666667,0.388888888888889,0
2,803,46.35,9,5,2,0.022415940224159,0.057721046077211,0.5,0
2,674,99.3,8,7,3,0.008902077151335,0.147329376854599,1.33333333333333,0
2,1146,42.83,1,4,5,0.022687609075044,0.037373472949389,0.038461538461539,0
2,405,71.52,2,0,0,0.059259259259259,0.176592592592593,0.083333333333333,0
4,911,69.28,10,10,0,0.024149286498354,0.076048298572997,0.454545454545455,0
1,1659,75.72,2,2,5,0.007836045810729,0.045641952983725,0.153846153846154,0
5,1346,36.21,10,10,0,0.012630014858841,0.026901931649331,0.588235294117647,0
3,526,89.39,10,4,4,0.034220532319392,0.169942965779468,0.555555555555556,0
6,1204,13.7,1,0,1,0.021594684385382,0.011378737541528,0.038461538461539,0
2,553,39.31,1,10,4,0.030741410488246,0.071084990958409,0.058823529411765,0
1,1000,76.72,5,5,2,0.024,0.07672,0.208333333333333,1
1,471,43.78,4,3,0,0.048832271762208,0.092951167728238,0.173913043478261,0
1,157,2.13,5,3,3,0.140127388535032,0.013566878980892,0.227272727272727,0
5,235,1.8,0,9,2,0.093617021276596,0.007659574468085,0,0
6,25,55.37,6,3,0,0.68,2.2148,0.352941176470588,0
1,551,81.87,2,0,2,0.005444646098004,0.148584392014519,0.666666666666667,0
3,1223,81.14,5,5,4,0.000817661488144,0.066345053147997,5,0
5,809,44.01,5,8,0,0.016069221260816,0.054400494437577,0.384615384615385,0
6,1053,35.03,1,5,1,0.028490028490029,0.03326685660019,0.033333333333333,0
6,1315,30.49,0,9,5,0.015209125475285,0.023186311787072,0,0
1,976,46.3,7,0,4,0.003073770491803,0.047438524590164,2.33333333333333,0
4,160,59.93,0,0,5,0.1125,0.3745625,0,0
1,1060,88.99,10,2,3,0.027358490566038,0.083952830188679,0.344827586206897,1
6,687,74.39,9,5,1,0.043668122270742,0.108282387190684,0.3,0
3,821,36.44,11,0,2,0.02557856272838,0.044384896467722,0.523809523809524,0
5,227,21.34,0,0,0,0.039647577092511,0.094008810572687,0,0
4,1065,48.8,3,2,2,0.013145539906103,0.045821596244132,0.214285714285714,0
1,900,12.28,2,2,1,0.01,0.013644444444444,0.222222222222222,0
3,433,32.5,7,2,0,0.02540415704388,0.075057736720554,0.636363636363636,0
5,767,58.42,11,9,5,0.035202086049544,0.076166883963494,0.407407407407407,0
2,1672,25.19,6,4,1,0.011961722488038,0.015065789473684,0.3,0
6,1331,23.66,2,4,3,0.006761833208114,0.017776108189331,0.222222222222222,0
5,1066,54.11,11,10,5,0.022514071294559,0.050759849906191,0.458333333333333,0
4,810,93.76,2,4,2,0.030864197530864,0.115753086419753,0.08,0
6,1230,27.16,10,7,3,0.003252032520325,0.022081300813008,2.5,0
6,288,99.96,5,3,0,0.09375,0.347083333333333,0.185185185185185,0
5,422,89.57,11,10,5,0.028436018957346,0.212251184834123,0.916666666666667,0
2,1455,27.06,7,1,1,0.01786941580756,0.01859793814433,0.269230769230769,0
2,1796,83.98,8,9,4,0.007795100222717,0.046759465478842,0.571428571428571,0
2,1332,57.85,6,5,1,0.000750750750751,0.043430930930931,6,0
6,355,1.22,0,6,2,0.028169014084507,0.00343661971831,0,0
5,710,52.73,1,10,0,0.014084507042254,0.074267605633803,0.1,0
4,1076,92.56,5,5,4,0.006505576208178,0.086022304832714,0.714285714285714,0
3,1267,64.93,2,5,5,0.011838989739542,0.051247040252565,0.133333333333333,0
2,755,7.48,4,10,5,0.013245033112583,0.009907284768212,0.4,0
5,418,24.08,9,5,2,0.055023923444976,0.057607655502392,0.391304347826087,0
3,133,58.74,3,6,4,0.097744360902256,0.441654135338346,0.230769230769231,0
6,472,83.98,5,4,0,0.033898305084746,0.177923728813559,0.3125,0
1,768,4.39,2,7,1,0.0390625,0.005716145833333,0.066666666666667,1
1,389,59.25,5,7,1,0.077120822622108,0.152313624678663,0.166666666666667,1
3,467,41.03,4,10,2,0.025695931477516,0.087858672376874,0.333333333333333,0
6,1261,96.33,6,9,5,0.01665344964314,0.07639175257732,0.285714285714286,0
2,462,37.29,0,1,1,0.034632034632035,0.080714285714286,0,0
3,992,93.94,9,6,3,0.011088709677419,0.094697580645161,0.818181818181818,0
2,1502,40.29,3,10,0,0.01930758988016,0.026824234354194,0.103448275862069,1
3,932,27.18,9,5,4,0.004291845493562,0.029163090128755,2.25,0
3,800,90.58,6,1,2,0.03375,0.113225,0.222222222222222,0
1,548,40.69,7,3,1,0.034671532846715,0.074251824817518,0.368421052631579,0
3,195,11.23,9,1,2,0.041025641025641,0.057589743589744,1.125,0
3,455,33.13,5,3,0,0.052747252747253,0.072813186813187,0.208333333333333,0
3,174,56.09,3,7,3,0.114942528735632,0.32235632183908,0.15,0
5,141,84.35,10,6,4,0.198581560283688,0.59822695035461,0.357142857142857,0
3,620,88.95,1,8,5,0.029032258064516,0.143467741935484,0.055555555555556,0
6,1482,81.55,3,3,4,0.013495276653171,0.055026990553306,0.15,0
2,929,65.61,4,2,0,0.031216361679225,0.070624327233585,0.137931034482759,0
5,1698,33.71,9,5,1,0.008833922261484,0.019852767962309,0.6,0
5,1499,54.9,10,2,0,0.003335557038025,0.036624416277518,2,0
4,1375,67.81,11,7,3,0.007272727272727,0.049316363636364,1.1,0
5,847,55.76,11,0,3,0.020070838252656,0.065832349468713,0.647058823529412,0
5,1702,63.57,3,0,3,0.005875440658049,0.03735017626322,0.3,0
2,504,6.14,6,6,2,0.055555555555556,0.01218253968254,0.214285714285714,0
6,121,75.89,0,1,2,0.099173553719008,0.627190082644628,0,0
4,83,35.33,10,8,4,0.168674698795181,0.42566265060241,0.714285714285714,0
4,1480,83.67,9,7,1,0.008783783783784,0.056533783783784,0.692307692307692,0
5,1640,22.23,5,0,5,0.003658536585366,0.013554878048781,0.833333333333333,0
6,266,76.82,9,8,0,0.090225563909774,0.288796992481203,0.375,0
